Time,strategy,fog_count
0.0,Aggressive,50.0
0.0,Conservative,50.0
0.0,Opportunistic,50.0
0.0,Progressive,50.0
0.0,Balanced,50.0
1.0,Aggressive,49.94
1.0,Opportunistic,49.98
1.0,Conservative,50.0
1.0,Progressive,50.0
1.0,Balanced,49.96
2.0,Opportunistic,49.98
2.0,Progressive,49.88
2.0,Balanced,49.86
2.0,Conservative,49.98
2.0,Aggressive,49.72
3.0,Opportunistic,49.86
3.0,Conservative,49.98
3.0,Balanced,49.64
3.0,Progressive,49.64
3.0,Aggressive,49.1
4.0,Conservative,49.94
4.0,Opportunistic,49.7
4.0,Aggressive,47.92
4.0,Balanced,49.28
4.0,Progressive,49.26
5.0,Balanced,48.62
5.0,Aggressive,46.22
5.0,Progressive,48.76
5.0,Conservative,49.9
5.0,Opportunistic,49.52
6.0,Progressive,48.3
6.0,Balanced,48.04
6.0,Opportunistic,49.08
6.0,Conservative,49.86
6.0,Aggressive,44.12
7.0,Balanced,47.06
7.0,Conservative,49.76
7.0,Progressive,47.4
7.0,Opportunistic,48.5
7.0,Aggressive,41.86
8.0,Conservative,49.7
8.0,Aggressive,39.28
8.0,Progressive,46.48
8.0,Balanced,46.0
8.0,Opportunistic,47.7
9.0,Conservative,49.66
9.0,Opportunistic,47.0
9.0,Progressive,45.34
9.0,Balanced,44.56
9.0,Aggressive,36.22
10.0,Progressive,44.02
10.0,Opportunistic,46.28
10.0,Conservative,49.6
10.0,Aggressive,32.96
10.0,Balanced,43.2
11.0,Opportunistic,45.12
11.0,Conservative,49.52
11.0,Aggressive,30.02
11.0,Progressive,42.54
11.0,Balanced,41.68
12.0,Opportunistic,44.3
12.0,Aggressive,26.86
12.0,Progressive,40.76
12.0,Balanced,40.16
12.0,Conservative,49.42
13.0,Opportunistic,43.16
13.0,Progressive,38.88
13.0,Balanced,38.64
13.0,Aggressive,23.3
13.0,Conservative,49.34
14.0,Opportunistic,41.8
14.0,Conservative,49.24
14.0,Aggressive,20.18
14.0,Balanced,36.84
14.0,Progressive,36.82
15.0,Progressive,34.8
15.0,Opportunistic,40.3
15.0,Aggressive,17.28
15.0,Conservative,49.1
15.0,Balanced,35.14
16.0,Progressive,33.02
16.0,Balanced,33.26
16.0,Conservative,49.02
16.0,Opportunistic,39.04
16.0,Aggressive,14.54
17.0,Aggressive,12.04
17.0,Conservative,48.96
17.0,Opportunistic,37.78
17.0,Balanced,31.66
17.0,Progressive,31.26
18.0,Balanced,29.86
18.0,Conservative,48.82
18.0,Opportunistic,36.22
18.0,Progressive,29.26
18.0,Aggressive,10.0
19.0,Opportunistic,34.76
19.0,Conservative,48.62
19.0,Progressive,27.52
19.0,Aggressive,8.02
19.0,Balanced,28.1
20.0,Progressive,26.22
20.0,Aggressive,6.58
20.0,Balanced,26.4
20.0,Conservative,48.5
20.0,Opportunistic,33.68
21.0,Progressive,24.4
21.0,Opportunistic,32.1
21.0,Aggressive,5.24
21.0,Balanced,24.54
21.0,Conservative,48.32
22.0,Aggressive,4.26
22.0,Balanced,22.94
22.0,Progressive,23.04
22.0,Opportunistic,30.9
22.0,Conservative,48.2
23.0,Opportunistic,29.44
23.0,Balanced,21.3
23.0,Progressive,21.64
23.0,Conservative,48.12
23.0,Aggressive,3.44
24.0,Aggressive,2.68
24.0,Conservative,48.0
24.0,Opportunistic,28.14
24.0,Balanced,20.0
24.0,Progressive,20.4
25.0,Progressive,19.22
25.0,Opportunistic,26.8
25.0,Conservative,47.92
25.0,Aggressive,2.12
25.0,Balanced,18.48
26.0,Aggressive,1.76
26.0,Progressive,17.74
26.0,Opportunistic,25.26
26.0,Conservative,47.76
26.0,Balanced,16.94
27.0,Progressive,16.54
27.0,Opportunistic,23.98
27.0,Aggressive,1.42
27.0,Balanced,15.62
27.0,Conservative,47.62
28.0,Conservative,47.48
28.0,Aggressive,1.14
28.0,Opportunistic,22.74
28.0,Balanced,14.02
28.0,Progressive,15.3
29.0,Conservative,47.38
29.0,Balanced,12.74
29.0,Opportunistic,21.6
29.0,Progressive,14.02
29.0,Aggressive,0.74
30.0,Conservative,47.34
30.0,Balanced,11.76
30.0,Aggressive,0.56
30.0,Opportunistic,20.38
30.0,Progressive,12.74
31.0,Progressive,11.48
31.0,Aggressive,0.42
31.0,Opportunistic,19.22
31.0,Balanced,10.72
31.0,Conservative,47.22
32.0,Progressive,10.44
32.0,Conservative,47.06
32.0,Aggressive,0.34
32.0,Opportunistic,18.08
32.0,Balanced,9.64
33.0,Conservative,46.88
33.0,Progressive,9.46
33.0,Balanced,8.7
33.0,Opportunistic,17.34
33.0,Aggressive,0.26
34.0,Balanced,7.78
34.0,Progressive,8.56
34.0,Opportunistic,16.04
34.0,Conservative,46.62
34.0,Aggressive,0.18
35.0,Opportunistic,14.7
35.0,Balanced,7.12
35.0,Aggressive,0.14
35.0,Progressive,7.76
35.0,Conservative,46.4
36.0,Conservative,46.28
36.0,Progressive,7.04
36.0,Opportunistic,13.46
36.0,Aggressive,0.1
36.0,Balanced,6.24
37.0,Aggressive,0.04
37.0,Conservative,46.02
37.0,Progressive,6.36
37.0,Balanced,5.46
37.0,Opportunistic,12.52
38.0,Conservative,45.96
38.0,Progressive,5.9
38.0,Aggressive,0.04
38.0,Balanced,4.84
38.0,Opportunistic,11.64
39.0,Progressive,5.26
39.0,Aggressive,0.02
39.0,Balanced,4.16
39.0,Opportunistic,10.74
39.0,Conservative,45.84
40.0,Aggressive,0.02
40.0,Balanced,3.68
40.0,Progressive,4.78
40.0,Conservative,45.76
40.0,Opportunistic,10.04
41.0,Balanced,3.18
41.0,Opportunistic,9.36
41.0,Aggressive,0.02
41.0,Progressive,4.38
41.0,Conservative,45.66
42.0,Progressive,3.8
42.0,Opportunistic,8.54
42.0,Conservative,45.42
42.0,Aggressive,0.02
42.0,Balanced,2.66
43.0,Balanced,2.24
43.0,Progressive,3.5
43.0,Opportunistic,8.06
43.0,Conservative,45.24
43.0,Aggressive,0.02
44.0,Opportunistic,7.46
44.0,Progressive,3.14
44.0,Balanced,1.8
44.0,Conservative,45.02
44.0,Aggressive,0.0
45.0,Opportunistic,6.88
45.0,Balanced,1.62
45.0,Progressive,2.9
45.0,Conservative,44.8
46.0,Balanced,1.34
46.0,Conservative,44.48
46.0,Progressive,2.7
46.0,Opportunistic,6.34
47.0,Opportunistic,5.74
47.0,Conservative,44.32
47.0,Progressive,2.48
47.0,Balanced,1.12
48.0,Conservative,44.2
48.0,Progressive,2.36
48.0,Opportunistic,5.14
48.0,Balanced,0.98
49.0,Conservative,43.96
49.0,Balanced,0.78
49.0,Opportunistic,4.82
49.0,Progressive,2.12
50.0,Conservative,43.64
50.0,Opportunistic,4.2
50.0,Progressive,1.96
50.0,Balanced,0.6
51.0,Balanced,0.48
51.0,Conservative,43.52
51.0,Progressive,1.8
51.0,Opportunistic,3.84
52.0,Opportunistic,3.5
52.0,Balanced,0.44
52.0,Conservative,43.28
52.0,Progressive,1.72
53.0,Opportunistic,3.2
53.0,Conservative,43.02
53.0,Progressive,1.54
53.0,Balanced,0.36
54.0,Progressive,1.48
54.0,Opportunistic,2.92
54.0,Balanced,0.28
54.0,Conservative,42.68
55.0,Balanced,0.22
55.0,Progressive,1.36
55.0,Conservative,42.54
55.0,Opportunistic,2.54
56.0,Progressive,1.2
56.0,Conservative,42.28
56.0,Balanced,0.16
56.0,Opportunistic,2.34
57.0,Conservative,42.04
57.0,Balanced,0.16
57.0,Progressive,1.06
57.0,Opportunistic,2.18
58.0,Progressive,1.06
58.0,Opportunistic,1.98
58.0,Conservative,41.84
58.0,Balanced,0.12
59.0,Conservative,41.58
59.0,Opportunistic,1.8
59.0,Progressive,1.06
59.0,Balanced,0.08
60.0,Progressive,0.96
60.0,Conservative,41.44
60.0,Balanced,0.06
60.0,Opportunistic,1.56
61.0,Balanced,0.04
61.0,Opportunistic,1.38
61.0,Progressive,0.9
61.0,Conservative,41.12
62.0,Progressive,0.88
62.0,Conservative,40.84
62.0,Balanced,0.0
62.0,Opportunistic,1.3
63.0,Progressive,0.84
63.0,Opportunistic,1.28
63.0,Conservative,40.38
64.0,Progressive,0.76
64.0,Opportunistic,1.18
64.0,Conservative,39.98
65.0,Opportunistic,1.1
65.0,Progressive,0.72
65.0,Conservative,39.72
66.0,Progressive,0.7
66.0,Conservative,39.36
66.0,Opportunistic,0.96
67.0,Conservative,39.04
67.0,Progressive,0.7
67.0,Opportunistic,0.92
68.0,Progressive,0.66
68.0,Conservative,38.76
68.0,Opportunistic,0.88
69.0,Conservative,38.56
69.0,Progressive,0.64
69.0,Opportunistic,0.78
70.0,Opportunistic,0.74
70.0,Conservative,38.24
70.0,Progressive,0.58
71.0,Opportunistic,0.72
71.0,Conservative,37.84
71.0,Progressive,0.58
72.0,Progressive,0.56
72.0,Conservative,37.52
72.0,Opportunistic,0.58
73.0,Conservative,36.9
73.0,Progressive,0.46
73.0,Opportunistic,0.46
74.0,Conservative,36.64
74.0,Progressive,0.44
74.0,Opportunistic,0.36
75.0,Conservative,36.26
75.0,Progressive,0.42
75.0,Opportunistic,0.32
76.0,Opportunistic,0.28
76.0,Conservative,36.04
76.0,Progressive,0.38
77.0,Progressive,0.38
77.0,Conservative,35.56
77.0,Opportunistic,0.18
78.0,Progressive,0.38
78.0,Conservative,35.26
78.0,Opportunistic,0.14
79.0,Progressive,0.38
79.0,Opportunistic,0.1
79.0,Conservative,34.76
80.0,Conservative,34.38
80.0,Opportunistic,0.08
80.0,Progressive,0.36
81.0,Conservative,34.08
81.0,Opportunistic,0.06
81.0,Progressive,0.34
82.0,Progressive,0.3
82.0,Conservative,33.68
82.0,Opportunistic,0.06
83.0,Opportunistic,0.06
83.0,Conservative,33.36
83.0,Progressive,0.3
84.0,Progressive,0.28
84.0,Opportunistic,0.06
84.0,Conservative,32.94
85.0,Progressive,0.28
85.0,Opportunistic,0.04
85.0,Conservative,32.62
86.0,Progressive,0.28
86.0,Conservative,32.24
86.0,Opportunistic,0.02
87.0,Conservative,31.96
87.0,Progressive,0.26
87.0,Opportunistic,0.02
88.0,Progressive,0.26
88.0,Conservative,31.4
88.0,Opportunistic,0.02
89.0,Progressive,0.22
89.0,Conservative,30.92
89.0,Opportunistic,0.0
90.0,Progressive,0.22
90.0,Conservative,30.34
91.0,Progressive,0.22
91.0,Conservative,29.96
92.0,Conservative,29.48
92.0,Progressive,0.2
93.0,Progressive,0.2
93.0,Conservative,29.12
94.0,Conservative,28.6
94.0,Progressive,0.2
95.0,Conservative,27.98
95.0,Progressive,0.18
96.0,Progressive,0.18
96.0,Conservative,27.62
97.0,Progressive,0.18
97.0,Conservative,27.28
98.0,Progressive,0.18
98.0,Conservative,26.9
99.0,Progressive,0.18
99.0,Conservative,26.3
100.0,Conservative,25.86
100.0,Progressive,0.16
101.0,Progressive,0.14
101.0,Conservative,25.4
102.0,Progressive,0.14
102.0,Conservative,25.04
103.0,Conservative,24.38
103.0,Progressive,0.12
104.0,Conservative,23.82
104.0,Progressive,0.12
105.0,Conservative,23.18
105.0,Progressive,0.12
106.0,Conservative,22.56
106.0,Progressive,0.12
107.0,Conservative,21.8
107.0,Progressive,0.12
108.0,Conservative,21.2
108.0,Progressive,0.12
109.0,Progressive,0.12
109.0,Conservative,20.62
110.0,Conservative,20.0
110.0,Progressive,0.12
111.0,Conservative,19.3
111.0,Progressive,0.12
112.0,Progressive,0.1
112.0,Conservative,18.42
113.0,Progressive,0.1
113.0,Conservative,17.8
114.0,Progressive,0.08
114.0,Conservative,17.0
115.0,Conservative,16.34
115.0,Progressive,0.08
116.0,Conservative,15.84
116.0,Progressive,0.08
117.0,Conservative,15.14
117.0,Progressive,0.08
118.0,Progressive,0.08
118.0,Conservative,14.56
119.0,Progressive,0.08
119.0,Conservative,14.04
120.0,Conservative,13.24
120.0,Progressive,0.08
121.0,Progressive,0.08
121.0,Conservative,12.48
122.0,Progressive,0.08
122.0,Conservative,11.8
123.0,Progressive,0.08
123.0,Conservative,11.22
124.0,Progressive,0.08
124.0,Conservative,10.72
125.0,Conservative,10.24
125.0,Progressive,0.06
126.0,Progressive,0.06
126.0,Conservative,9.78
127.0,Progressive,0.06
127.0,Conservative,9.24
128.0,Progressive,0.06
128.0,Conservative,8.9
129.0,Conservative,8.34
129.0,Progressive,0.06
130.0,Progressive,0.06
130.0,Conservative,7.74
131.0,Conservative,7.02
131.0,Progressive,0.04
132.0,Conservative,6.6
132.0,Progressive,0.04
133.0,Conservative,6.28
133.0,Progressive,0.04
134.0,Conservative,5.88
134.0,Progressive,0.04
135.0,Conservative,5.4
135.0,Progressive,0.04
136.0,Progressive,0.04
136.0,Conservative,4.94
137.0,Conservative,4.56
137.0,Progressive,0.04
138.0,Progressive,0.04
138.0,Conservative,4.24
139.0,Conservative,3.84
139.0,Progressive,0.04
140.0,Progressive,0.04
140.0,Conservative,3.48
141.0,Conservative,3.12
141.0,Progressive,0.04
142.0,Progressive,0.04
142.0,Conservative,2.92
143.0,Progressive,0.02
143.0,Conservative,2.6
144.0,Conservative,2.36
144.0,Progressive,0.02
145.0,Conservative,2.04
145.0,Progressive,0.02
146.0,Progressive,0.02
146.0,Conservative,1.76
147.0,Progressive,0.02
147.0,Conservative,1.5
148.0,Progressive,0.0
148.0,Conservative,1.26
149.0,Conservative,1.04
150.0,Conservative,0.96
151.0,Conservative,0.8
152.0,Conservative,0.72
153.0,Conservative,0.6
154.0,Conservative,0.5
155.0,Conservative,0.46
156.0,Conservative,0.4
157.0,Conservative,0.3
158.0,Conservative,0.28
159.0,Conservative,0.18
160.0,Conservative,0.18
161.0,Conservative,0.14
162.0,Conservative,0.14
163.0,Conservative,0.12
164.0,Conservative,0.1
165.0,Conservative,0.08
166.0,Conservative,0.0
